theme_tag,large_sector,primary_sub_archetype,canonical_archetype,posture,must_have_evidence,red_flag_evidence,green_policy,theme_is_score_input,production_scoring_changed,source_round
폐기물처리,EDUCATION_LIFE_AGRI_MISC,WASTE_RECYCLING_ENVIRONMENT,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,regulated_demand|processing_volume|utilization|margin_visibility,policy_delay|utilization_down|commodity_price_reversal|capex_burden,Environmental services need regulated demand and utilization; commodity-linked recycling is capped.,false,false,round12
폐배터리,EDUCATION_LIFE_AGRI_MISC,WASTE_RECYCLING_ENVIRONMENT,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,regulated_demand|processing_volume|utilization|margin_visibility,policy_delay|utilization_down|commodity_price_reversal|capex_burden,Environmental services need regulated demand and utilization; commodity-linked recycling is capped.,false,false,round12
재활용,EDUCATION_LIFE_AGRI_MISC,WASTE_RECYCLING_ENVIRONMENT,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,regulated_demand|processing_volume|utilization|margin_visibility,policy_delay|utilization_down|commodity_price_reversal|capex_burden,Environmental services need regulated demand and utilization; commodity-linked recycling is capped.,false,false,round12
탈 플라스틱,EDUCATION_LIFE_AGRI_MISC,WASTE_RECYCLING_ENVIRONMENT,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,regulated_demand|processing_volume|utilization|margin_visibility,policy_delay|utilization_down|commodity_price_reversal|capex_burden,Environmental services need regulated demand and utilization; commodity-linked recycling is capped.,false,false,round12
광고,PLATFORM_CONTENT_SW_SECURITY,MEDIA_AD_CONTENT_CYCLE,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,ad_recovery|ip_repeatability|global_revenue|opm_leverage,hit_driven_miss|single_ip_dependence|ad_cycle_down|contract_scandal,"Media/content needs repeat monetization and OPM support, not single-launch hype.",false,false,round12
미디어 콘텐츠,PLATFORM_CONTENT_SW_SECURITY,MEDIA_AD_CONTENT_CYCLE,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,ad_recovery|ip_repeatability|global_revenue|opm_leverage,hit_driven_miss|single_ip_dependence|ad_cycle_down|contract_scandal,"Media/content needs repeat monetization and OPM support, not single-launch hype.",false,false,round12
방송·언론,PLATFORM_CONTENT_SW_SECURITY,MEDIA_AD_CONTENT_CYCLE,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,ad_recovery|ip_repeatability|global_revenue|opm_leverage,hit_driven_miss|single_ip_dependence|ad_cycle_down|contract_scandal,"Media/content needs repeat monetization and OPM support, not single-launch hype.",false,false,round12
음원서비스,PLATFORM_CONTENT_SW_SECURITY,MEDIA_AD_CONTENT_CYCLE,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,ad_recovery|ip_repeatability|global_revenue|opm_leverage,hit_driven_miss|single_ip_dependence|ad_cycle_down|contract_scandal,"Media/content needs repeat monetization and OPM support, not single-launch hype.",false,false,round12
엔터,PLATFORM_CONTENT_SW_SECURITY,MEDIA_AD_CONTENT_CYCLE,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,ad_recovery|ip_repeatability|global_revenue|opm_leverage,hit_driven_miss|single_ip_dependence|ad_cycle_down|contract_scandal,"Media/content needs repeat monetization and OPM support, not single-launch hype.",false,false,round12
클라우드 컴퓨팅,PLATFORM_CONTENT_SW_SECURITY,CLOUD_AI_SOFTWARE_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_revenue|paid_usage|arpu|opm_leverage,mau_without_monetization|ai_cost_overrun|regulatory_risk|churn,Cloud/AI software needs monetization and margin leverage before high-conviction treatment.,false,false,round12
인공지능 AI,PLATFORM_CONTENT_SW_SECURITY,CLOUD_AI_SOFTWARE_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_revenue|paid_usage|arpu|opm_leverage,mau_without_monetization|ai_cost_overrun|regulatory_risk|churn,Cloud/AI software needs monetization and margin leverage before high-conviction treatment.,false,false,round12
AI 소프트웨어,PLATFORM_CONTENT_SW_SECURITY,CLOUD_AI_SOFTWARE_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_revenue|paid_usage|arpu|opm_leverage,mau_without_monetization|ai_cost_overrun|regulatory_risk|churn,Cloud/AI software needs monetization and margin leverage before high-conviction treatment.,false,false,round12
원격근무,PLATFORM_CONTENT_SW_SECURITY,CLOUD_AI_SOFTWARE_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_revenue|paid_usage|arpu|opm_leverage,mau_without_monetization|ai_cost_overrun|regulatory_risk|churn,Cloud/AI software needs monetization and margin leverage before high-conviction treatment.,false,false,round12
IT보안,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_DEEPFAKE,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|regulatory_demand|op_eps_revision,theme_only_security|budget_cut|churn|no_recurring_revenue,Security/identity tags need recurring contracts and revenue conversion.,false,false,round12
딥페이크,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_DEEPFAKE,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|regulatory_demand|op_eps_revision,theme_only_security|budget_cut|churn|no_recurring_revenue,Security/identity tags need recurring contracts and revenue conversion.,false,false,round12
생체인식,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_DEEPFAKE,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|regulatory_demand|op_eps_revision,theme_only_security|budget_cut|churn|no_recurring_revenue,Security/identity tags need recurring contracts and revenue conversion.,false,false,round12
CCTV,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_DEEPFAKE,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|regulatory_demand|op_eps_revision,theme_only_security|budget_cut|churn|no_recurring_revenue,Security/identity tags need recurring contracts and revenue conversion.,false,false,round12
편의점,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,opm_improvement|fcf_improvement|unit_economics|inventory_turnover,traffic_only|listing_event_only|delivery_cost_pressure|online_margin_pressure,"Retail can be Green-eligible only when sales translate into OPM and FCF, not traffic alone.",false,false,round14
홈쇼핑,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,opm_improvement|fcf_improvement|unit_economics|inventory_turnover,traffic_only|listing_event_only|delivery_cost_pressure|online_margin_pressure,"Retail can be Green-eligible only when sales translate into OPM and FCF, not traffic alone.",false,false,round14
음식료-유통,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,opm_improvement|fcf_improvement|unit_economics|inventory_turnover,traffic_only|listing_event_only|delivery_cost_pressure|online_margin_pressure,"Retail can be Green-eligible only when sales translate into OPM and FCF, not traffic alone.",false,false,round14
콜드체인,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,opm_improvement|fcf_improvement|unit_economics|inventory_turnover,traffic_only|listing_event_only|delivery_cost_pressure|online_margin_pressure,"Retail can be Green-eligible only when sales translate into OPM and FCF, not traffic alone.",false,false,round14
키즈/유아용품,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,opm_improvement|fcf_improvement|unit_economics|inventory_turnover,traffic_only|listing_event_only|delivery_cost_pressure|online_margin_pressure,"Retail can be Green-eligible only when sales translate into OPM and FCF, not traffic alone.",false,false,round14
손해보험,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio_improvement|csm_growth|capital_ratio|shareholder_return_execution,low_pbr_only|weak_capital_ratio|credit_cost|return_policy_headline_only,Insurance weights must emphasize ROE-PBR-capital-return alignment over headline dividend yield.,false,false,round14
생명보험,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio_improvement|csm_growth|capital_ratio|shareholder_return_execution,low_pbr_only|weak_capital_ratio|credit_cost|return_policy_headline_only,Insurance weights must emphasize ROE-PBR-capital-return alignment over headline dividend yield.,false,false,round14
화재,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio_improvement|csm_growth|capital_ratio|shareholder_return_execution,low_pbr_only|weak_capital_ratio|credit_cost|return_policy_headline_only,Insurance weights must emphasize ROE-PBR-capital-return alignment over headline dividend yield.,false,false,round14
고배당주,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio_improvement|csm_growth|capital_ratio|shareholder_return_execution,low_pbr_only|weak_capital_ratio|credit_cost|return_policy_headline_only,Insurance weights must emphasize ROE-PBR-capital-return alignment over headline dividend yield.,false,false,round14
밸류업 지수,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio_improvement|csm_growth|capital_ratio|shareholder_return_execution,low_pbr_only|weak_capital_ratio|credit_cost|return_policy_headline_only,Insurance weights must emphasize ROE-PBR-capital-return alignment over headline dividend yield.,false,false,round14
결제서비스,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,regulation_approval|transaction_volume|take_rate|fee_model|recurring_revenue,law_delay|security_issue|no_revenue|adoption_absent,"Digital finance requires regulation, real volume, and fee economics before Stage 2-plus conviction.",false,false,round14
토스 관련주,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,regulation_approval|transaction_volume|take_rate|fee_model|recurring_revenue,law_delay|security_issue|no_revenue|adoption_absent,"Digital finance requires regulation, real volume, and fee economics before Stage 2-plus conviction.",false,false,round14
지역화폐,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,regulation_approval|transaction_volume|take_rate|fee_model|recurring_revenue,law_delay|security_issue|no_revenue|adoption_absent,"Digital finance requires regulation, real volume, and fee economics before Stage 2-plus conviction.",false,false,round14
신용정보,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,regulation_approval|transaction_volume|take_rate|fee_model|recurring_revenue,law_delay|security_issue|no_revenue|adoption_absent,"Digital finance requires regulation, real volume, and fee economics before Stage 2-plus conviction.",false,false,round14
STO,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,regulation_approval|transaction_volume|take_rate|fee_model|recurring_revenue,law_delay|security_issue|no_revenue|adoption_absent,"Digital finance requires regulation, real volume, and fee economics before Stage 2-plus conviction.",false,false,round14
스테이블코인,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulated_revenue|issued_volume|institutional_adoption|cash_flow,theme_only_tokenization|law_delay|no_regulated_revenue|security_issue,"Tokenization is RedTeam-first; legal headlines are search signals, not EPS/FCF evidence.",false,false,round14
디지털자산,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulated_revenue|issued_volume|institutional_adoption|cash_flow,theme_only_tokenization|law_delay|no_regulated_revenue|security_issue,"Tokenization is RedTeam-first; legal headlines are search signals, not EPS/FCF evidence.",false,false,round14
블록체인,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulated_revenue|issued_volume|institutional_adoption|cash_flow,theme_only_tokenization|law_delay|no_regulated_revenue|security_issue,"Tokenization is RedTeam-first; legal headlines are search signals, not EPS/FCF evidence.",false,false,round14
NFT,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulated_revenue|issued_volume|institutional_adoption|cash_flow,theme_only_tokenization|law_delay|no_regulated_revenue|security_issue,"Tokenization is RedTeam-first; legal headlines are search signals, not EPS/FCF evidence.",false,false,round14
코인 테마,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulated_revenue|issued_volume|institutional_adoption|cash_flow,theme_only_tokenization|law_delay|no_regulated_revenue|security_issue,"Tokenization is RedTeam-first; legal headlines are search signals, not EPS/FCF evidence.",false,false,round14
화장품 OEM,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,export_growth|customer_diversification|opm_roe_improvement|working_capital_clean,china_dependency|viral_only_brand|channel_stuffing|receivables_spike,K-beauty supply chain can earn Green only with repeat orders and clean inventory/receivables.,false,false,round14
화장품 ODM,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,export_growth|customer_diversification|opm_roe_improvement|working_capital_clean,china_dependency|viral_only_brand|channel_stuffing|receivables_spike,K-beauty supply chain can earn Green only with repeat orders and clean inventory/receivables.,false,false,round14
화장품 원재료,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,export_growth|customer_diversification|opm_roe_improvement|working_capital_clean,china_dependency|viral_only_brand|channel_stuffing|receivables_spike,K-beauty supply chain can earn Green only with repeat orders and clean inventory/receivables.,false,false,round14
화장품 부자재,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,export_growth|customer_diversification|opm_roe_improvement|working_capital_clean,china_dependency|viral_only_brand|channel_stuffing|receivables_spike,K-beauty supply chain can earn Green only with repeat orders and clean inventory/receivables.,false,false,round14
K뷰티,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,export_growth|customer_diversification|opm_roe_improvement|working_capital_clean,china_dependency|viral_only_brand|channel_stuffing|receivables_spike,K-beauty supply chain can earn Green only with repeat orders and clean inventory/receivables.,false,false,round14
2차전지 소재,BATTERY_EV_GREEN,BATTERY_RECYCLING_ESS_SHIFT,BATTERY_MATERIALS_CAPEX_OVERHEAT,WATCH_YELLOW_FIRST,ess_demand|recycling_volume|utilization_improvement|fcf_after_capex,ev_headline_only|mineral_price_dependency|recycling_volume_absent|margin_unclear,Battery remains Green-restricted; ESS/recycling are watch paths until utilization and FCF are proven.,false,false,round14
폐배터리,BATTERY_EV_GREEN,BATTERY_RECYCLING_ESS_SHIFT,BATTERY_MATERIALS_CAPEX_OVERHEAT,WATCH_YELLOW_FIRST,ess_demand|recycling_volume|utilization_improvement|fcf_after_capex,ev_headline_only|mineral_price_dependency|recycling_volume_absent|margin_unclear,Battery remains Green-restricted; ESS/recycling are watch paths until utilization and FCF are proven.,false,false,round14
전고체 배터리,BATTERY_EV_GREEN,BATTERY_RECYCLING_ESS_SHIFT,BATTERY_MATERIALS_CAPEX_OVERHEAT,WATCH_YELLOW_FIRST,ess_demand|recycling_volume|utilization_improvement|fcf_after_capex,ev_headline_only|mineral_price_dependency|recycling_volume_absent|margin_unclear,Battery remains Green-restricted; ESS/recycling are watch paths until utilization and FCF are proven.,false,false,round14
리튬,BATTERY_EV_GREEN,BATTERY_RECYCLING_ESS_SHIFT,BATTERY_MATERIALS_CAPEX_OVERHEAT,WATCH_YELLOW_FIRST,ess_demand|recycling_volume|utilization_improvement|fcf_after_capex,ev_headline_only|mineral_price_dependency|recycling_volume_absent|margin_unclear,Battery remains Green-restricted; ESS/recycling are watch paths until utilization and FCF are proven.,false,false,round14
ESS,BATTERY_EV_GREEN,BATTERY_RECYCLING_ESS_SHIFT,BATTERY_MATERIALS_CAPEX_OVERHEAT,WATCH_YELLOW_FIRST,ess_demand|recycling_volume|utilization_improvement|fcf_after_capex,ev_headline_only|mineral_price_dependency|recycling_volume_absent|margin_unclear,Battery remains Green-restricted; ESS/recycling are watch paths until utilization and FCF are proven.,false,false,round14
전기차 화재,BATTERY_EV_GREEN,BATTERY_RECYCLING_ESS_SHIFT,BATTERY_MATERIALS_CAPEX_OVERHEAT,WATCH_YELLOW_FIRST,ess_demand|recycling_volume|utilization_improvement|fcf_after_capex,ev_headline_only|mineral_price_dependency|recycling_volume_absent|margin_unclear,Battery remains Green-restricted; ESS/recycling are watch paths until utilization and FCF are proven.,false,false,round14
수소차 연료전지,BATTERY_EV_GREEN,HYDROGEN_FUEL_CELL_INFRA,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,actual_capex|production_capacity|customer_demand|op_eps_conversion,policy_only|no_customer|no_revenue|utilization_down,"Hydrogen needs customers, utilization, and OP/EPS conversion; policy enthusiasm is not enough.",false,false,round14
수소차 인프라,BATTERY_EV_GREEN,HYDROGEN_FUEL_CELL_INFRA,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,actual_capex|production_capacity|customer_demand|op_eps_conversion,policy_only|no_customer|no_revenue|utilization_down,"Hydrogen needs customers, utilization, and OP/EPS conversion; policy enthusiasm is not enough.",false,false,round14
수소차 기타부품,BATTERY_EV_GREEN,HYDROGEN_FUEL_CELL_INFRA,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,actual_capex|production_capacity|customer_demand|op_eps_conversion,policy_only|no_customer|no_revenue|utilization_down,"Hydrogen needs customers, utilization, and OP/EPS conversion; policy enthusiasm is not enough.",false,false,round14
LNG 발전유통,BATTERY_EV_GREEN,HYDROGEN_FUEL_CELL_INFRA,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,actual_capex|production_capacity|customer_demand|op_eps_conversion,policy_only|no_customer|no_revenue|utilization_down,"Hydrogen needs customers, utilization, and OP/EPS conversion; policy enthusiasm is not enough.",false,false,round14
태양광,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,project_backlog|policy_support|utilization|margin_visibility,policy_dependency|module_oversupply|tariff_risk|subsidy_cut,"Renewables are Watch/Yellow until project economics, utilization, and margins are visible.",false,false,round14
풍력,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,project_backlog|policy_support|utilization|margin_visibility,policy_dependency|module_oversupply|tariff_risk|subsidy_cut,"Renewables are Watch/Yellow until project economics, utilization, and margins are visible.",false,false,round14
탄소배출권,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,project_backlog|policy_support|utilization|margin_visibility,policy_dependency|module_oversupply|tariff_risk|subsidy_cut,"Renewables are Watch/Yellow until project economics, utilization, and margins are visible.",false,false,round14
스마트그리드,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,project_backlog|policy_support|utilization|margin_visibility,policy_dependency|module_oversupply|tariff_risk|subsidy_cut,"Renewables are Watch/Yellow until project economics, utilization, and margins are visible.",false,false,round14
ESS/BESS,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,project_backlog|policy_support|utilization|margin_visibility,policy_dependency|module_oversupply|tariff_risk|subsidy_cut,"Renewables are Watch/Yellow until project economics, utilization, and margins are visible.",false,false,round14
타이어,MOBILITY_TRANSPORT_LEISURE,TIRE_AUTO_COMPONENT_SPREAD,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,customer_diversification|opm_improvement|raw_material_spread|repeat_supply_visibility,single_customer_dependency|ev_demand_slowdown|factory_fire|recall_quality_cost,"Auto parts need customer diversification and raw-material spread, not auto theme exposure alone.",false,false,round14
현대·기아차 부품주,MOBILITY_TRANSPORT_LEISURE,TIRE_AUTO_COMPONENT_SPREAD,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,customer_diversification|opm_improvement|raw_material_spread|repeat_supply_visibility,single_customer_dependency|ev_demand_slowdown|factory_fire|recall_quality_cost,"Auto parts need customer diversification and raw-material spread, not auto theme exposure alone.",false,false,round14
자동차 경량화,MOBILITY_TRANSPORT_LEISURE,TIRE_AUTO_COMPONENT_SPREAD,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,customer_diversification|opm_improvement|raw_material_spread|repeat_supply_visibility,single_customer_dependency|ev_demand_slowdown|factory_fire|recall_quality_cost,"Auto parts need customer diversification and raw-material spread, not auto theme exposure alone.",false,false,round14
자율주행,MOBILITY_TRANSPORT_LEISURE,TIRE_AUTO_COMPONENT_SPREAD,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,customer_diversification|opm_improvement|raw_material_spread|repeat_supply_visibility,single_customer_dependency|ev_demand_slowdown|factory_fire|recall_quality_cost,"Auto parts need customer diversification and raw-material spread, not auto theme exposure alone.",false,false,round14
카메라,MOBILITY_TRANSPORT_LEISURE,TIRE_AUTO_COMPONENT_SPREAD,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,customer_diversification|opm_improvement|raw_material_spread|repeat_supply_visibility,single_customer_dependency|ev_demand_slowdown|factory_fire|recall_quality_cost,"Auto parts need customer diversification and raw-material spread, not auto theme exposure alone.",false,false,round14
CMO,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,multi_year_production_visibility|capacity_utilization|customer_diversification|fcf_conversion,capacity_overbuild|customer_concentration|litigation|price_competition,"CDMO is contract/capacity/utilization scoring, not pre-revenue biotech scoring.",false,false,round14
원료의약품,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,multi_year_production_visibility|capacity_utilization|customer_diversification|fcf_conversion,capacity_overbuild|customer_concentration|litigation|price_competition,"CDMO is contract/capacity/utilization scoring, not pre-revenue biotech scoring.",false,false,round14
바이오시밀러,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,multi_year_production_visibility|capacity_utilization|customer_diversification|fcf_conversion,capacity_overbuild|customer_concentration|litigation|price_competition,"CDMO is contract/capacity/utilization scoring, not pre-revenue biotech scoring.",false,false,round14
CRO,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,multi_year_production_visibility|capacity_utilization|customer_diversification|fcf_conversion,capacity_overbuild|customer_concentration|litigation|price_competition,"CDMO is contract/capacity/utilization scoring, not pre-revenue biotech scoring.",false,false,round14
임상시험수탁,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,multi_year_production_visibility|capacity_utilization|customer_diversification|fcf_conversion,capacity_overbuild|customer_concentration|litigation|price_competition,"CDMO is contract/capacity/utilization scoring, not pre-revenue biotech scoring.",false,false,round14
클라우드 컴퓨팅,PLATFORM_CONTENT_SW_SECURITY,PLATFORM_SOFTWARE_INTERNET,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_revenue|arpu|take_rate|opm_leverage,mau_without_monetization|ai_cost_overrun|regulatory_risk|governance_risk,Platform/SW needs monetization and margin leverage; MAU or AI keywords alone do not score.,false,false,round14
원격근무,PLATFORM_CONTENT_SW_SECURITY,PLATFORM_SOFTWARE_INTERNET,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_revenue|arpu|take_rate|opm_leverage,mau_without_monetization|ai_cost_overrun|regulatory_risk|governance_risk,Platform/SW needs monetization and margin leverage; MAU or AI keywords alone do not score.,false,false,round14
컨택센터,PLATFORM_CONTENT_SW_SECURITY,PLATFORM_SOFTWARE_INTERNET,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_revenue|arpu|take_rate|opm_leverage,mau_without_monetization|ai_cost_overrun|regulatory_risk|governance_risk,Platform/SW needs monetization and margin leverage; MAU or AI keywords alone do not score.,false,false,round14
광고,PLATFORM_CONTENT_SW_SECURITY,PLATFORM_SOFTWARE_INTERNET,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_revenue|arpu|take_rate|opm_leverage,mau_without_monetization|ai_cost_overrun|regulatory_risk|governance_risk,Platform/SW needs monetization and margin leverage; MAU or AI keywords alone do not score.,false,false,round14
AI 소프트웨어,PLATFORM_CONTENT_SW_SECURITY,PLATFORM_SOFTWARE_INTERNET,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_revenue|arpu|take_rate|opm_leverage,mau_without_monetization|ai_cost_overrun|regulatory_risk|governance_risk,Platform/SW needs monetization and margin leverage; MAU or AI keywords alone do not score.,false,false,round14
IT보안,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_DEEPFAKE,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|opm_leverage|legal_risk_low,theme_only_security|no_recurring_revenue|budget_cut|ai_cost_overrun,Security tags require recurring contracts and low legal/governance risk before higher conviction.,false,false,round14
딥페이크,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_DEEPFAKE,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|opm_leverage|legal_risk_low,theme_only_security|no_recurring_revenue|budget_cut|ai_cost_overrun,Security tags require recurring contracts and low legal/governance risk before higher conviction.,false,false,round14
생체인식,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_DEEPFAKE,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|opm_leverage|legal_risk_low,theme_only_security|no_recurring_revenue|budget_cut|ai_cost_overrun,Security tags require recurring contracts and low legal/governance risk before higher conviction.,false,false,round14
CCTV,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_DEEPFAKE,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|opm_leverage|legal_risk_low,theme_only_security|no_recurring_revenue|budget_cut|ai_cost_overrun,Security tags require recurring contracts and low legal/governance risk before higher conviction.,false,false,round14
